dataset,ratio_evaluation,evaluation_method,feature_selection,learner,accuracy,f1_score,precision,recall,top 1,top 2,top 3,top 4,top 5,top 6,top 7,top 8,top 9,top 10
turma_1,1.0,holdout (33/67),chi2 (10),logistic_regression,0.6153846153846154,0.4444444444444444,0.3333333333333333,0.6666666666666666,activities_incomplete_majority,activities_complete_majority,grades_below_mean,grades_average,grades_between_5_7_5,activities_incomplete,grades_between_0_2_5,grades_between_7_5_10,grades_below_5,partial_presence
turma_1,1.0,holdout (33/67),chi2 (10),neural_network,0.7692307692307693,0.5714285714285715,0.5,0.6666666666666666,activities_incomplete_majority,activities_complete_majority,grades_below_mean,grades_average,grades_between_5_7_5,activities_incomplete,grades_between_0_2_5,grades_between_7_5_10,grades_below_5,partial_presence
turma_1,1.0,holdout (33/67),chi2 (10),gradient_boosting,0.8384615384615385,0.6440677966101694,0.6551724137931034,0.6333333333333333,activities_incomplete_majority,activities_complete_majority,grades_below_mean,grades_average,grades_between_5_7_5,activities_incomplete,grades_between_0_2_5,grades_between_7_5_10,grades_below_5,partial_presence
turma_1,1.0,holdout (33/67),chi2 (10),svm,0.8461538461538461,0.6666666666666666,0.6666666666666666,0.6666666666666666,activities_incomplete_majority,activities_complete_majority,grades_below_mean,grades_average,grades_between_5_7_5,activities_incomplete,grades_between_0_2_5,grades_between_7_5_10,grades_below_5,partial_presence
turma_1,1.0,xvalidation (k=10),info_gain (5),random_forest,0.8780487804878049,0.7311827956989247,0.7906976744186046,0.68,activities_complete_majority,activities_incomplete_majority,grades_between_0_2_5,grades_average,activities_incomplete,,,,,
turma_1,1.0,xvalidation (k=10),info_gain (5),knn,0.8536585365853658,0.6666666666666665,0.75,0.6,activities_complete_majority,activities_incomplete_majority,grades_between_0_2_5,grades_average,activities_incomplete,,,,,
turma_1,1.0,xvalidation (k=10),info_gain (5),tree,0.926829268292683,0.8421052631578948,0.8888888888888888,0.8,activities_complete_majority,activities_incomplete_majority,grades_between_0_2_5,grades_average,activities_incomplete,,,,,
turma_1,1.0,xvalidation (k=10),info_gain (5),naive_bayes,0.8536585365853658,0.7272727272727272,0.6666666666666666,0.8,activities_complete_majority,activities_incomplete_majority,grades_between_0_2_5,grades_average,activities_incomplete,,,,,
turma_1,1.0,xvalidation (k=10),info_gain (5),logistic_regression,0.8780487804878049,0.761904761904762,0.7272727272727273,0.8,activities_complete_majority,activities_incomplete_majority,grades_between_0_2_5,grades_average,activities_incomplete,,,,,
turma_1,1.0,xvalidation (k=10),info_gain (5),neural_network,0.8268292682926829,0.635897435897436,0.6526315789473685,0.62,activities_complete_majority,activities_incomplete_majority,grades_between_0_2_5,grades_average,activities_incomplete,,,,,
turma_1,1.0,xvalidation (k=10),info_gain (5),gradient_boosting,0.9170731707317074,0.8172043010752689,0.8837209302325582,0.76,activities_complete_majority,activities_incomplete_majority,grades_between_0_2_5,grades_average,activities_incomplete,,,,,
turma_1,1.0,xvalidation (k=10),info_gain (5),svm,0.8780487804878049,0.761904761904762,0.7272727272727273,0.8,activities_complete_majority,activities_incomplete_majority,grades_between_0_2_5,grades_average,activities_incomplete,,,,,
