dataset ,ratio_evaluation ,evaluation_method         ,feature_selection ,learner             ,accuracy           ,f1_score             ,precision           ,recall               ,top 1                        ,top 2                                  ,top 3                                  ,top 4                                  ,top 5                                    ,top 6                                    ,top 7                                    ,top 8                                    ,top 9                                    ,top 10
turma   ,            1.0  ,"random (n=10, test=33%)" ,chi2 (10)         ,svm                 ,0.8196610169491525 ,0.19637462235649544  ,0.34300791556728233 ,0.13756613756613756  ,grades_below_5               ,grades_average                         ,grades_between_0_2_5                   ,grades_between_7_5_10                  ,grades_below_mean                        ,important_grades_below_mean              ,important_activities_complete_majority   ,important_activities_complete_minority   ,important_activities_incomplete          ,important_activities_incomplete_majority
turma   ,            1.0  ,holdout (33/67)           ,chi2 (10)         ,random_forest       ,0.9310344827586207 ,0.8181818181818181   ,0.6923076923076923  ,1.0                  ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,important_grades_below_mean            ,important_activities_complete_majority   ,important_activities_complete_minority   ,important_activities_incomplete          ,important_activities_incomplete_majority ,important_activities_incomplete_minority ,activities_incomplete_majority
turma   ,            1.0  ,holdout (33/67)           ,chi2 (10)         ,knn                 ,0.9310344827586207 ,0.7999999999999999   ,0.7272727272727273  ,0.8888888888888888   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,important_grades_below_mean            ,important_activities_complete_majority   ,important_activities_complete_minority   ,important_activities_incomplete          ,important_activities_incomplete_majority ,important_activities_incomplete_minority ,activities_incomplete_majority
turma   ,            1.0  ,holdout (33/67)           ,chi2 (10)         ,tree                ,0.9137931034482759 ,0.782608695652174    ,0.6428571428571429  ,1.0                  ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,important_grades_below_mean            ,important_activities_complete_majority   ,important_activities_complete_minority   ,important_activities_incomplete          ,important_activities_incomplete_majority ,important_activities_incomplete_minority ,activities_incomplete_majority
turma   ,            1.0  ,holdout (33/67)           ,chi2 (10)         ,naive_bayes         ,0.6206896551724138 ,0.45000000000000007  ,0.2903225806451613  ,1.0                  ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,important_grades_below_mean            ,important_activities_complete_majority   ,important_activities_complete_minority   ,important_activities_incomplete          ,important_activities_incomplete_majority ,important_activities_incomplete_minority ,activities_incomplete_majority
turma   ,            1.0  ,holdout (33/67)           ,chi2 (10)         ,logistic_regression ,0.8448275862068966 ,0.64                 ,0.5                 ,0.8888888888888888   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,important_grades_below_mean            ,important_activities_complete_majority   ,important_activities_complete_minority   ,important_activities_incomplete          ,important_activities_incomplete_majority ,important_activities_incomplete_minority ,activities_incomplete_majority
turma   ,            1.0  ,holdout (33/67)           ,chi2 (10)         ,neural_network      ,0.8413793103448276 ,0.6617647058823529   ,0.4945054945054945  ,1.0                  ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,important_grades_below_mean            ,important_activities_complete_majority   ,important_activities_complete_minority   ,important_activities_incomplete          ,important_activities_incomplete_majority ,important_activities_incomplete_minority ,activities_incomplete_majority
turma   ,            1.0  ,holdout (33/67)           ,chi2 (10)         ,gradient_boosting   ,0.9120689655172414 ,0.7792207792207793   ,0.6382978723404256  ,1.0                  ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,important_grades_below_mean            ,important_activities_complete_majority   ,important_activities_complete_minority   ,important_activities_incomplete          ,important_activities_incomplete_majority ,important_activities_incomplete_minority ,activities_incomplete_majority
turma   ,            1.0  ,holdout (33/67)           ,chi2 (10)         ,svm                 ,0.9137931034482759 ,0.782608695652174    ,0.6428571428571429  ,1.0                  ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,important_grades_below_mean            ,important_activities_complete_majority   ,important_activities_complete_minority   ,important_activities_incomplete          ,important_activities_incomplete_majority ,important_activities_incomplete_minority ,activities_incomplete_majority
turma   ,            1.0  ,xvalidation (k=10)        ,info_gain (5)     ,random_forest       ,0.8619318181818182 ,0.4682713347921225   ,0.6045197740112994  ,0.3821428571428571   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,xvalidation (k=10)        ,info_gain (5)     ,knn                 ,0.8295454545454546 ,0.4230769230769231   ,0.4583333333333333  ,0.39285714285714285  ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,xvalidation (k=10)        ,info_gain (5)     ,tree                ,0.875              ,0.56                 ,0.6363636363636364  ,0.5                  ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,xvalidation (k=10)        ,info_gain (5)     ,naive_bayes         ,0.8295454545454546 ,0.6153846153846153   ,0.48                ,0.8571428571428571   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,xvalidation (k=10)        ,info_gain (5)     ,logistic_regression ,0.8579545454545454 ,0.5901639344262296   ,0.5454545454545454  ,0.6428571428571429   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,xvalidation (k=10)        ,info_gain (5)     ,neural_network      ,0.8125             ,0.16243654822335027  ,0.2807017543859649  ,0.11428571428571428  ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,xvalidation (k=10)        ,info_gain (5)     ,gradient_boosting   ,0.8852272727272728 ,0.5826446280991735   ,0.6911764705882353  ,0.5035714285714286   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,xvalidation (k=10)        ,info_gain (5)     ,svm                 ,0.8125             ,-1.0                 ,0.0                 ,0.0                  ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,"random (n=10, test=33%)" ,info_gain (5)     ,random_forest       ,0.8394915254237288 ,0.4193746167995095   ,0.48717948717948717 ,0.3681377825618945   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,"random (n=10, test=33%)" ,info_gain (5)     ,knn                 ,0.8191525423728814 ,0.34580012262415694  ,0.38263229308005425 ,0.31543624161073824  ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,"random (n=10, test=33%)" ,info_gain (5)     ,tree                ,0.8481355932203389 ,0.47785547785547783  ,0.5324675324675324  ,0.4334038054968288   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,"random (n=10, test=33%)" ,info_gain (5)     ,naive_bayes         ,0.7976271186440678 ,0.5574499629355077   ,0.42654566080544526 ,0.8042780748663102   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,"random (n=10, test=33%)" ,info_gain (5)     ,logistic_regression ,0.8459322033898306 ,0.492462311557789    ,0.511600928074246   ,0.4747039827771798   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,"random (n=10, test=33%)" ,info_gain (5)     ,neural_network      ,0.8186440677966101 ,0.34596577017114916  ,0.39196675900277006 ,0.3096280087527352   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,"random (n=10, test=33%)" ,info_gain (5)     ,gradient_boosting   ,0.851864406779661  ,0.4888888888888889   ,0.529113924050633   ,0.4543478260869565   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,"random (n=10, test=33%)" ,info_gain (5)     ,svm                 ,0.8220338983050848 ,0.16401273885350318  ,0.3311897106109325  ,0.10899470899470899  ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,holdout (33/67)           ,info_gain (5)     ,random_forest       ,0.9275862068965517 ,0.8090909090909091   ,0.6846153846153846  ,0.9888888888888889   ,activities_complete_majority ,activities_incomplete_majority         ,missing                                ,activities_complete_minority           ,grades_between_7_5_10                    ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,holdout (33/67)           ,info_gain (5)     ,knn                 ,0.9310344827586207 ,0.7999999999999999   ,0.7272727272727273  ,0.8888888888888888   ,activities_complete_majority ,activities_incomplete_majority         ,missing                                ,activities_complete_minority           ,grades_between_7_5_10                    ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,holdout (33/67)           ,info_gain (5)     ,tree                ,0.9137931034482759 ,0.782608695652174    ,0.6428571428571429  ,1.0                  ,activities_complete_majority ,activities_incomplete_majority         ,missing                                ,activities_complete_minority           ,grades_between_7_5_10                    ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,holdout (33/67)           ,info_gain (5)     ,naive_bayes         ,0.6206896551724138 ,0.45000000000000007  ,0.2903225806451613  ,1.0                  ,activities_complete_majority ,activities_incomplete_majority         ,missing                                ,activities_complete_minority           ,grades_between_7_5_10                    ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,holdout (33/67)           ,info_gain (5)     ,logistic_regression ,0.8448275862068966 ,0.64                 ,0.5                 ,0.8888888888888888   ,activities_complete_majority ,activities_incomplete_majority         ,missing                                ,activities_complete_minority           ,grades_between_7_5_10                    ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,holdout (33/67)           ,info_gain (5)     ,neural_network      ,0.846551724137931  ,0.6691449814126395   ,0.5027932960893855  ,1.0                  ,activities_complete_majority ,activities_incomplete_majority         ,missing                                ,activities_complete_minority           ,grades_between_7_5_10                    ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,holdout (33/67)           ,info_gain (5)     ,gradient_boosting   ,0.9137931034482759 ,0.782608695652174    ,0.6428571428571429  ,1.0                  ,activities_complete_majority ,activities_incomplete_majority         ,missing                                ,activities_complete_minority           ,grades_between_7_5_10                    ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,holdout (33/67)           ,info_gain (5)     ,svm                 ,0.9137931034482759 ,0.782608695652174    ,0.6428571428571429  ,1.0                  ,activities_complete_majority ,activities_incomplete_majority         ,missing                                ,activities_complete_minority           ,grades_between_7_5_10                    ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,xvalidation (k=10)        ,info_gain (10)    ,random_forest       ,0.9602272727272727 ,0.8763250883392225   ,0.8671328671328671  ,0.8857142857142857   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,activities_incomplete                    ,grades_below_mean                        ,activities_incomplete_minority           ,activities_complete_majority             ,activities_incomplete_majority
turma   ,            1.0  ,xvalidation (k=10)        ,info_gain (10)    ,knn                 ,0.9034090909090909 ,0.7017543859649122   ,0.6896551724137931  ,0.7142857142857143   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,activities_incomplete                    ,grades_below_mean                        ,activities_incomplete_minority           ,activities_complete_majority             ,activities_incomplete_majority
turma   ,            1.0  ,xvalidation (k=10)        ,info_gain (10)    ,tree                ,0.9715909090909091 ,0.912280701754386    ,0.896551724137931   ,0.9285714285714286   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,activities_incomplete                    ,grades_below_mean                        ,activities_incomplete_minority           ,activities_complete_majority             ,activities_incomplete_majority
turma   ,            1.0  ,xvalidation (k=10)        ,info_gain (10)    ,naive_bayes         ,0.7954545454545454 ,0.5813953488372092   ,0.43103448275862066 ,0.8928571428571429   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,activities_incomplete                    ,grades_below_mean                        ,activities_incomplete_minority           ,activities_complete_majority             ,activities_incomplete_majority
turma   ,            1.0  ,xvalidation (k=10)        ,info_gain (10)    ,logistic_regression ,0.9545454545454546 ,0.8571428571428571   ,0.8571428571428571  ,0.8571428571428571   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,activities_incomplete                    ,grades_below_mean                        ,activities_incomplete_minority           ,activities_complete_majority             ,activities_incomplete_majority
turma   ,            1.0  ,xvalidation (k=10)        ,info_gain (10)    ,neural_network      ,0.9590909090909091 ,0.8767123287671234   ,0.8421052631578947  ,0.9142857142857143   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,activities_incomplete                    ,grades_below_mean                        ,activities_incomplete_minority           ,activities_complete_majority             ,activities_incomplete_majority
turma   ,            1.0  ,xvalidation (k=10)        ,info_gain (10)    ,gradient_boosting   ,0.9556818181818182 ,0.8621908127208481   ,0.8531468531468531  ,0.8714285714285714   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,activities_incomplete                    ,grades_below_mean                        ,activities_incomplete_minority           ,activities_complete_majority             ,activities_incomplete_majority
turma   ,            1.0  ,xvalidation (k=10)        ,info_gain (10)    ,svm                 ,0.9602272727272727 ,0.8771929824561403   ,0.8620689655172413  ,0.8928571428571429   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,activities_incomplete                    ,grades_below_mean                        ,activities_incomplete_minority           ,activities_complete_majority             ,activities_incomplete_majority
turma   ,            1.0  ,"random (n=10, test=33%)" ,info_gain (10)    ,random_forest       ,0.9484745762711865 ,0.8351409978308025   ,0.8632286995515696  ,0.8088235294117647   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,activities_incomplete                    ,grades_below_mean                        ,activities_incomplete_minority           ,activities_complete_majority             ,activities_incomplete_majority
turma   ,            1.0  ,"random (n=10, test=33%)" ,info_gain (10)    ,knn                 ,0.893728813559322  ,0.651473040578099    ,0.6926713947990544  ,0.614900314795383    ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,activities_incomplete                    ,grades_below_mean                        ,activities_incomplete_minority           ,activities_complete_majority             ,activities_incomplete_majority
turma   ,            1.0  ,"random (n=10, test=33%)" ,info_gain (10)    ,tree                ,0.9559322033898305 ,0.8606645230439443   ,0.8497354497354498  ,0.8718783930510315   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,activities_incomplete                    ,grades_below_mean                        ,activities_incomplete_minority           ,activities_complete_majority             ,activities_incomplete_majority
turma   ,            1.0  ,"random (n=10, test=33%)" ,info_gain (10)    ,naive_bayes         ,0.8025423728813559 ,0.6036066689350119   ,0.4448345035105316  ,0.9386243386243386   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,activities_incomplete                    ,grades_below_mean                        ,activities_incomplete_minority           ,activities_complete_majority             ,activities_incomplete_majority
turma   ,            1.0  ,"random (n=10, test=33%)" ,info_gain (10)    ,logistic_regression ,0.9501694915254237 ,0.841594827586207    ,0.8489130434782609  ,0.8344017094017094   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,activities_incomplete                    ,grades_below_mean                        ,activities_incomplete_minority           ,activities_complete_majority             ,activities_incomplete_majority
turma   ,            1.0  ,"random (n=10, test=33%)" ,info_gain (10)    ,neural_network      ,0.963728813559322  ,0.8914807302231237   ,0.8500967117988395  ,0.9371002132196162   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,activities_incomplete                    ,grades_below_mean                        ,activities_incomplete_minority           ,activities_complete_majority             ,activities_incomplete_majority
turma   ,            1.0  ,"random (n=10, test=33%)" ,info_gain (10)    ,gradient_boosting   ,0.95               ,0.8378229796591534   ,0.8523489932885906  ,0.8237837837837838   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,activities_incomplete                    ,grades_below_mean                        ,activities_incomplete_minority           ,activities_complete_majority             ,activities_incomplete_majority
turma   ,            1.0  ,"random (n=10, test=33%)" ,info_gain (10)    ,svm                 ,0.9613559322033899 ,0.8798735511064278   ,0.8697916666666666  ,0.8901918976545842   ,grades_between_7_5_10        ,grades_below_5                         ,grades_average                         ,grades_between_0_2_5                   ,activities_complete_minority             ,activities_incomplete                    ,grades_below_mean                        ,activities_incomplete_minority           ,activities_complete_majority             ,activities_incomplete_majority
turma   ,            1.0  ,holdout (33/67)           ,info_gain (10)    ,random_forest       ,0.9275862068965517 ,0.8108108108108109   ,0.6818181818181818  ,1.0                  ,activities_complete_majority ,activities_incomplete_majority         ,missing                                ,activities_complete_minority           ,grades_between_7_5_10                    ,grades_below_5                           ,activities_incomplete                    ,attendance_below_mean                    ,grades_average                           ,grades_below_mean
turma   ,            1.0  ,holdout (33/67)           ,info_gain (10)    ,knn                 ,0.9310344827586207 ,0.7999999999999999   ,0.7272727272727273  ,0.8888888888888888   ,activities_complete_majority ,activities_incomplete_majority         ,missing                                ,activities_complete_minority           ,grades_between_7_5_10                    ,grades_below_5                           ,activities_incomplete                    ,attendance_below_mean                    ,grades_average                           ,grades_below_mean
turma   ,            1.0  ,holdout (33/67)           ,info_gain (10)    ,tree                ,0.9137931034482759 ,0.782608695652174    ,0.6428571428571429  ,1.0                  ,activities_complete_majority ,activities_incomplete_majority         ,missing                                ,activities_complete_minority           ,grades_between_7_5_10                    ,grades_below_5                           ,activities_incomplete                    ,attendance_below_mean                    ,grades_average                           ,grades_below_mean
turma   ,            1.0  ,holdout (33/67)           ,info_gain (10)    ,naive_bayes         ,0.6206896551724138 ,0.45000000000000007  ,0.2903225806451613  ,1.0                  ,activities_complete_majority ,activities_incomplete_majority         ,missing                                ,activities_complete_minority           ,grades_between_7_5_10                    ,grades_below_5                           ,activities_incomplete                    ,attendance_below_mean                    ,grades_average                           ,grades_below_mean
turma   ,            1.0  ,holdout (33/67)           ,info_gain (10)    ,logistic_regression ,0.8448275862068966 ,0.64                 ,0.5                 ,0.8888888888888888   ,activities_complete_majority ,activities_incomplete_majority         ,missing                                ,activities_complete_minority           ,grades_between_7_5_10                    ,grades_below_5                           ,activities_incomplete                    ,attendance_below_mean                    ,grades_average                           ,grades_below_mean
turma   ,            1.0  ,holdout (33/67)           ,info_gain (10)    ,neural_network      ,0.8517241379310345 ,0.6766917293233083   ,0.5113636363636364  ,1.0                  ,activities_complete_majority ,activities_incomplete_majority         ,missing                                ,activities_complete_minority           ,grades_between_7_5_10                    ,grades_below_5                           ,activities_incomplete                    ,attendance_below_mean                    ,grades_average                           ,grades_below_mean
turma   ,            1.0  ,holdout (33/67)           ,info_gain (10)    ,gradient_boosting   ,0.9120689655172414 ,0.7792207792207793   ,0.6382978723404256  ,1.0                  ,activities_complete_majority ,activities_incomplete_majority         ,missing                                ,activities_complete_minority           ,grades_between_7_5_10                    ,grades_below_5                           ,activities_incomplete                    ,attendance_below_mean                    ,grades_average                           ,grades_below_mean
turma   ,            1.0  ,holdout (33/67)           ,info_gain (10)    ,svm                 ,0.9137931034482759 ,0.782608695652174    ,0.6428571428571429  ,1.0                  ,activities_complete_majority ,activities_incomplete_majority         ,missing                                ,activities_complete_minority           ,grades_between_7_5_10                    ,grades_below_5                           ,activities_incomplete                    ,attendance_below_mean                    ,grades_average                           ,grades_below_mean
turma   ,            1.0  ,xvalidation (k=10)        ,gain_ratio (5)    ,random_forest       ,0.9426136363636364 ,0.8133086876155269   ,0.842911877394636   ,0.7857142857142857   ,sequencial_missing_22        ,sequencial_missing_11                  ,activities_complete_majority           ,activities_incomplete_majority         ,grades_between_7_5_10                    ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,xvalidation (k=10)        ,gain_ratio (5)    ,knn                 ,0.9488636363636364 ,0.830188679245283    ,0.88                ,0.7857142857142857   ,sequencial_missing_22        ,sequencial_missing_11                  ,activities_complete_majority           ,activities_incomplete_majority         ,grades_between_7_5_10                    ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,xvalidation (k=10)        ,gain_ratio (5)    ,tree                ,0.9545454545454546 ,0.84                 ,0.9545454545454546  ,0.75                 ,sequencial_missing_22        ,sequencial_missing_11                  ,activities_complete_majority           ,activities_incomplete_majority         ,grades_between_7_5_10                    ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,xvalidation (k=10)        ,gain_ratio (5)    ,naive_bayes         ,0.8806818181818182 ,0.7042253521126761   ,0.5813953488372093  ,0.8928571428571429   ,sequencial_missing_22        ,sequencial_missing_11                  ,activities_complete_majority           ,activities_incomplete_majority         ,grades_between_7_5_10                    ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,xvalidation (k=10)        ,gain_ratio (5)    ,logistic_regression ,0.9545454545454546 ,0.8571428571428571   ,0.8571428571428571  ,0.8571428571428571   ,sequencial_missing_22        ,sequencial_missing_11                  ,activities_complete_majority           ,activities_incomplete_majority         ,grades_between_7_5_10                    ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,xvalidation (k=10)        ,gain_ratio (5)    ,neural_network      ,0.95625            ,0.8632326820603908   ,0.8586572438162544  ,0.8678571428571429   ,sequencial_missing_22        ,sequencial_missing_11                  ,activities_complete_majority           ,activities_incomplete_majority         ,grades_between_7_5_10                    ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,xvalidation (k=10)        ,gain_ratio (5)    ,gradient_boosting   ,0.9431818181818182 ,0.8076923076923077   ,0.875               ,0.75                 ,sequencial_missing_22        ,sequencial_missing_11                  ,activities_complete_majority           ,activities_incomplete_majority         ,grades_between_7_5_10                    ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,xvalidation (k=10)        ,gain_ratio (5)    ,svm                 ,0.9602272727272727 ,0.8771929824561403   ,0.8620689655172413  ,0.8928571428571429   ,sequencial_missing_22        ,sequencial_missing_11                  ,activities_complete_majority           ,activities_incomplete_majority         ,grades_between_7_5_10                    ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,"random (n=10, test=33%)" ,gain_ratio (5)    ,random_forest       ,0.9484745762711865 ,0.8322295805739515   ,0.860730593607306   ,0.8055555555555556   ,sequencial_missing_22        ,sequencial_missing_11                  ,activities_complete_majority           ,activities_incomplete_majority         ,grades_between_7_5_10                    ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,"random (n=10, test=33%)" ,gain_ratio (5)    ,knn                 ,0.9484745762711865 ,0.8236658932714618   ,0.8502994011976048  ,0.7986501687289089   ,sequencial_missing_22        ,sequencial_missing_11                  ,activities_complete_majority           ,activities_incomplete_majority         ,grades_between_7_5_10                    ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,"random (n=10, test=33%)" ,gain_ratio (5)    ,tree                ,0.9491525423728814 ,0.8314606741573033   ,0.9169764560099133  ,0.7605344295991778   ,sequencial_missing_22        ,sequencial_missing_11                  ,activities_complete_majority           ,activities_incomplete_majority         ,grades_between_7_5_10                    ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,"random (n=10, test=33%)" ,gain_ratio (5)    ,naive_bayes         ,0.9040677966101694 ,0.7384473197781886   ,0.6511817440912795  ,0.8527214514407684   ,sequencial_missing_22        ,sequencial_missing_11                  ,activities_complete_majority           ,activities_incomplete_majority         ,grades_between_7_5_10                    ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,"random (n=10, test=33%)" ,gain_ratio (5)    ,logistic_regression ,0.9567796610169491 ,0.8588821250691755   ,0.8603104212860311  ,0.8574585635359117   ,sequencial_missing_22        ,sequencial_missing_11                  ,activities_complete_majority           ,activities_incomplete_majority         ,grades_between_7_5_10                    ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,"random (n=10, test=33%)" ,gain_ratio (5)    ,neural_network      ,0.9566101694915254 ,0.8661087866108786   ,0.8544891640866873  ,0.8780487804878049   ,sequencial_missing_22        ,sequencial_missing_11                  ,activities_complete_majority           ,activities_incomplete_majority         ,grades_between_7_5_10                    ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,"random (n=10, test=33%)" ,gain_ratio (5)    ,gradient_boosting   ,0.9472881355932203 ,0.8271261812117843   ,0.852233676975945   ,0.8034557235421166   ,sequencial_missing_22        ,sequencial_missing_11                  ,activities_complete_majority           ,activities_incomplete_majority         ,grades_between_7_5_10                    ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,"random (n=10, test=33%)" ,gain_ratio (5)    ,svm                 ,0.9589830508474576 ,0.8770325203252034   ,0.8673366834170855  ,0.8869475847893115   ,sequencial_missing_22        ,sequencial_missing_11                  ,activities_complete_majority           ,activities_incomplete_majority         ,grades_between_7_5_10                    ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,holdout (33/67)           ,gain_ratio (5)    ,random_forest       ,0.9155172413793103 ,0.7841409691629957   ,0.6496350364963503  ,0.9888888888888889   ,activities_complete_majority ,activities_incomplete_majority         ,sequencial_missing_22                  ,sequencial_missing_11                  ,missing                                  ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,holdout (33/67)           ,gain_ratio (5)    ,knn                 ,0.9310344827586207 ,0.7999999999999999   ,0.7272727272727273  ,0.8888888888888888   ,activities_complete_majority ,activities_incomplete_majority         ,sequencial_missing_22                  ,sequencial_missing_11                  ,missing                                  ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,holdout (33/67)           ,gain_ratio (5)    ,tree                ,0.9137931034482759 ,0.782608695652174    ,0.6428571428571429  ,1.0                  ,activities_complete_majority ,activities_incomplete_majority         ,sequencial_missing_22                  ,sequencial_missing_11                  ,missing                                  ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,holdout (33/67)           ,gain_ratio (5)    ,naive_bayes         ,0.6206896551724138 ,0.45000000000000007  ,0.2903225806451613  ,1.0                  ,activities_complete_majority ,activities_incomplete_majority         ,sequencial_missing_22                  ,sequencial_missing_11                  ,missing                                  ,                                         ,                                         ,                                         ,                                         ,
turma   ,            1.0  ,holdout (33/67)           ,gain_ratio (5)    ,logistic_regression ,0.8448275862068966 ,0.64                 ,0.5                 ,0.8888888888888888   ,activities_complete_majority ,activities_incomplete_majority         ,sequencial_missing_22                  ,sequencial_missing_11                  ,missing                                  ,                                         ,                                         ,                                         ,                                         ,
