sheet_name ,ratio ,recall              ,precision           ,f1                 ,accuracy           ,TP  ,FP  ,TN  ,FN
turma_1    , 1.0  ,0.8928571428571429  ,0.8928571428571429  ,0.8928571428571429 ,0.927710843373494  ,250 , 30 ,520 , 30
turma_1    , 0.75 ,0.8964285714285715  ,0.8964285714285715  ,0.8964285714285714 ,0.9301204819277108 ,251 , 29 ,521 , 29
turma_1    , 0.5  ,0.8642857142857143  ,0.8642857142857143  ,0.8642857142857143 ,0.908433734939759  ,242 , 38 ,512 , 38
turma_1    , 0.25 ,0.8                 ,0.797153024911032   ,0.7985739750445633 ,0.863855421686747  ,224 , 57 ,493 , 56
turma_2    , 1.0  ,0.32142857142857145 ,0.2903225806451613  ,0.3050847457627119 ,0.5591397849462365 , 90 ,220 ,430 ,190
turma_2    , 0.75 ,0.2857142857142857  ,0.25806451612903225 ,0.2711864406779661 ,0.5376344086021505 , 80 ,230 ,420 ,200
turma_2    , 0.5  ,0.2892857142857143  ,0.26129032258064516 ,0.2745762711864407 ,0.5397849462365591 , 81 ,229 ,421 ,199
turma_2    , 0.25 ,0.2857142857142857  ,0.2572347266881029  ,0.2707275803722504 ,0.5365591397849462 , 80 ,231 ,419 ,200
